fin_year,month,state_name,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Number_of_Completed_Works,Number_of_Ongoing_Works,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks,percentage_active_job_cards,log_Total_Households_Worked
2019-2020,April,ASSAM,JORHAT,67900.0,228.01534842374537,6.0,9.0,26.0,1599.0,4606.0,7709.0,9568.0,12106.0,74.91021,9967.0,10885.0,75555.0,124777.0,0.0,135601.0,202428.0,1625.0,74.91021,30789.0,59.5,62.97,73.42,100.65,Good,55.7186156444274,9.207135241027235
2019-2020,April,ASSAM,CHARAIDEO,31241.0,228.01534842374537,7.0,9.0,33.0,995.0,389.0,1258.0,1220.0,2083.0,47.547352964,3963.0,4869.0,38511.0,75229.0,0.0,67179.0,116850.0,1028.0,33.37489,15219.0,59.5,59.01,70.61,100.65,Good,57.32595007368374,8.285008895449879
2019-2020,,ASSAM,SIVASAGAR,515025.0,228.01534842374537,17.0,71.0,720.0,3336.0,24169.0,5590.0,35069.0,11014.0,1075.472350578,31965.0,41491.0,60995.0,126621.0,68.0,112491.0,206194.0,4056.0,980.96588,239767.0,66.0,79.21,75.76,100.39,Good,54.222115547021545,10.3724281169286
2019-2020,,ASSAM,KARBI ANGLONG,1159568.0,228.01534842374537,21.0,54.0,3652.0,11746.0,37445.0,9067.0,460323.625,113522.125,2445.0388177,57526.0,67543.0,107652.0,209640.0,40.0,163231.0,299313.0,15398.0,2180.14844,576692.0,80.0,87.23,69.05,100.65,Good,65.95070789249591,10.960009681791586
2018-2019,,ASSAM,KAMRUP,1116531.0,228.01534842374537,19.0,56.0,1256.0,10136.0,69501.0,21166.0,108034.0,36149.0,2074.689733821,48468.0,57456.0,119630.0,267543.0,1.0,255874.0,543695.0,11392.0,1804.407277,292968.0,79.0,92.76,69.9,100.65,Good,46.75348022854999,10.788679697308252
2018-2019,,ASSAM,SONITPUR,1331795.0,228.01534842374537,14.0,23.0,948.0,3825.0,13813.0,6478.0,25636.0,12395.0,667.030470648,20354.0,20763.0,93849.0,167064.0,0.0,154288.0,248938.0,4773.0,535.29048,114460.0,70.0,77.43,52.18,100.65,Good,60.82715441252722,9.921081860937079
2018-2019,,ASSAM,SIVASAGAR,722821.0,228.01534842374537,15.0,11.0,631.0,1762.0,4678.0,5276.0,15908.0,10533.0,194.806149464,5463.0,6839.0,57035.0,120025.0,0.0,103713.0,193281.0,2393.0,157.67753,27470.0,59.5,90.48,59.89,100.65,Good,54.99310597514294,8.605936401250625
2018-2019,,ASSAM,Dima Hasao,336270.0,228.01534842374537,19.0,4.0,59.0,3909.0,606.0,793.0,95509.0,53169.0,173.282417174,5104.0,6053.0,22227.0,57611.0,2.0,31901.0,78039.0,3968.0,149.1737,32783.0,85.0,94.57,66.37,100.65,Good,69.6749318203191,8.537975730598767
2018-2019,,ASSAM,Biswanath,0.0,228.01534842374537,15.0,163.5,546.0,3690.0,25299.0,13167.0,79854.0,26200.0,608.910384322,21208.0,25213.0,79104.0,153269.0,7.0,131771.0,234927.0,4236.0,554.15921,140175.0,68.0,80.76,65.03,100.65,Good,60.031418142079815,9.962180898875346
2019-2020,,ASSAM,KOKRAJHAR,1898452.0,228.01534842374537,38.0,163.5,2263.0,7543.0,35919.0,5429.0,460323.625,113522.125,4085.452326533,49231.0,95064.0,117687.0,321109.0,195.0,197568.0,495132.0,9806.0,3603.680128,835069.0,83.0,64.75,76.48,100.65,Good,59.567844995140916,10.804299097561824
2019-2020,,ASSAM,SONITPUR,2193993.0,228.01534842374537,31.0,55.0,1770.0,8968.0,57558.0,6684.0,111889.0,13435.0,4300.25087919,70042.0,115503.0,110430.0,199649.0,125.0,180581.0,289066.0,10738.0,4001.233782,928962.0,73.0,55.16,81.17,100.65,Good,61.15261295485128,11.156864618149543
2019-2020,,ASSAM,BAKSA,1818076.0,228.01534842374537,23.0,115.0,2418.0,12867.0,128303.0,23701.0,460323.625,113522.125,3775.526382358,76572.0,90776.0,155610.0,279730.0,43.0,245296.0,412207.0,15285.0,3507.734547,885047.0,89.0,68.56,67.2,100.65,Good,63.437642684756376,11.245999813175104
2018-2019,July,ASSAM,BARPETA,1416352.0,265.053765328197,20.0,163.5,586.0,13578.0,15568.0,10721.0,12300.0,3908.0,3296.818132426,51028.0,84446.0,150078.0,356749.0,16.0,290502.0,629903.0,14164.0,2760.436896,415476.0,64.0,80.44,80.64,100.65,Good,51.661606460540725,10.840149377550114
2018-2019,July,ASSAM,NALBARI,728047.0,228.01534842374537,22.0,22.0,948.0,4946.0,19858.0,5345.0,9813.0,3435.0,1798.765406597,29995.0,36693.0,74248.0,136944.0,96.0,146338.0,247006.0,5894.0,1222.65427,220094.0,59.5,59.82,59.29,100.65,Good,50.73733411690743,10.30881931842128
2018-2019,July,ASSAM,DARRANG,665649.0,228.01534842374537,15.0,22.0,1246.0,5493.0,14771.0,5934.0,1148.0,798.0,1029.851011826,20820.0,27591.0,79869.0,189306.0,1.0,161298.0,330545.0,6739.0,608.48781,118122.0,69.0,58.7,48.58,100.5,Good,49.516423018264334,9.943717371755195
2018-2019,July,ASSAM,SIVASAGAR,575449.0,228.01534842374537,15.0,10.0,590.0,1785.0,3954.0,5281.0,13171.0,10532.0,161.859979464,4607.0,5753.0,57003.0,120070.0,0.0,103614.0,193197.0,2375.0,126.62004,22994.0,59.5,95.02,63.38,100.65,Good,55.0147663443164,8.435549202375727
2018-2019,July,ASSAM,DIBRUGARH,643411.0,228.01534842374537,13.0,50.0,1089.0,3751.0,10912.0,8490.0,42721.0,27651.0,1110.691526883,21327.0,26749.0,116907.0,231067.0,5.0,173150.0,310231.0,4840.0,570.42305,127254.0,59.5,81.89,68.99,100.65,Good,67.51775916835115,9.96777604241849
2018-2019,July,ASSAM,Dima Hasao,267710.0,228.01534842374537,16.0,3.0,35.0,3740.0,498.0,793.0,71574.0,53218.0,120.093837174,4453.0,5063.0,22226.0,57666.0,1.0,31826.0,77967.0,3775.0,95.98512,23927.0,85.0,97.75,81.05,100.65,Good,69.83598315842393,8.401557847817314
2018-2019,July,ASSAM,KARIMGANJ,538513.0,228.01534842374537,13.0,27.0,655.0,8153.0,23613.0,22411.0,2178.0,1821.0,536.191593012,16443.0,20178.0,103636.0,151492.0,0.0,213161.0,283059.0,8808.0,407.08423,80851.0,74.0,84.82,78.06,100.62,Good,48.618649753003595,9.70771594801777
2018-2019,July,ASSAM,CACHAR,932203.0,228.01534842374537,18.0,9.0,670.0,8317.0,12595.0,14781.0,4712.0,3237.0,483.1656724,11412.0,11776.0,139586.0,189345.0,0.0,258189.0,333220.0,8987.0,481.24094,47259.0,71.0,57.98,43.43,100.65,Good,54.063496121058606,9.3425083355536
2018-2019,July,ASSAM,BAKSA,620198.0,228.01534842374537,16.0,12.0,964.0,10673.0,30854.0,23834.0,212330.0,113522.125,1886.001418348,24749.0,27974.0,148830.0,273837.0,0.0,224567.0,385867.0,11637.0,841.930822,194993.0,79.0,73.58,72.43,100.65,Good,66.27420769748004,10.116580767996837
2018-2019,July,ASSAM,CHIRANG,468448.0,228.01534842374537,19.0,2.0,260.0,4173.0,8072.0,11572.0,121619.0,83081.0,1579.57120879,10326.0,15136.0,81848.0,184754.0,4.0,108640.0,235316.0,4433.0,399.65025,88096.0,73.0,70.55,52.13,100.17,Good,75.33873343151694,9.242517103671403
2018-2019,July,ASSAM,CHARAIDEO,0.0,228.01534842374537,11.0,7.0,339.0,1444.0,343.0,1180.0,1189.0,2072.0,84.8199615,3961.0,4749.0,37412.0,73443.0,1.0,64031.0,111874.0,1783.0,73.94649,17157.0,59.5,94.85,71.54,100.65,Good,58.42794896222142,8.284504227258497
2018-2019,,ASSAM,DHUBRI,2963020.0,228.01534842374537,30.0,144.0,429.0,11826.0,19521.0,2962.0,951.0,161.0,4312.601397997,47314.0,94480.0,99487.0,295288.0,77.0,206089.0,504569.0,12255.0,2747.54677,574227.0,84.0,41.02,65.44,100.65,Good,48.27380403612032,10.764582648942334
2018-2019,,ASSAM,BONGAIGAON,1030074.0,228.01534842374537,22.0,35.0,1372.0,4353.0,39668.0,12875.0,6956.0,3223.0,1535.594833677,26778.0,39239.0,65065.0,176524.0,91.0,117418.0,290912.0,5725.0,1005.33824,234484.0,66.0,80.28,62.2,100.65,Good,55.41313938237749,10.195373277248482
2018-2019,,ASSAM,SONITPUR,2340338.0,228.01534842374537,17.0,29.0,1421.0,3934.0,23373.0,6494.0,47941.0,12478.0,1320.648401039,32211.0,33072.0,94722.0,168379.0,2.0,157205.0,253182.0,5355.0,1001.906342,225916.0,68.0,63.04,47.35,100.65,Good,60.25380872109666,10.380094332915435
2018-2019,,ASSAM,Morigaon,1576157.0,228.01534842374537,44.0,89.0,2320.0,9050.0,149327.375,27694.0,247995.0,31894.0,6858.201864007,77655.0,134659.0,125817.0,264451.0,227.5,176543.0,346981.0,11370.0,6502.817758,1423994.0,75.0,37.07,68.2,100.65,Good,71.26705675104648,11.260044095392063
2018-2019,,ASSAM,NAGAON,3254268.0,228.01534842374537,29.0,93.0,2517.0,6366.0,124716.0,14410.0,55162.0,11752.0,5549.457939724,77939.0,100802.0,159560.0,253493.0,227.5,254098.0,386485.0,8883.0,4062.45967,823088.0,63.0,59.31,56.99,100.13,Good,62.79466977307968,11.2636945788927
2018-2019,,ASSAM,GOLAGHAT,1792609.0,228.01534842374537,20.0,38.0,4258.0,8995.0,56601.0,12980.0,178533.0,33674.0,2407.569412466,40771.0,56404.0,117747.0,249186.0,77.0,169601.0,342009.0,13253.0,1561.64161,346907.0,81.0,58.21,43.66,100.25,Good,69.42588781905768,10.615750850288304
2018-2019,,ASSAM,KARIMGANJ,1188668.0,228.01534842374537,26.0,47.0,912.0,8987.0,149327.375,22353.0,14744.0,1816.0,2416.480874732,51818.0,60486.0,103422.0,150975.0,26.0,214309.0,284262.0,9899.0,2248.60438,468609.0,75.0,83.14,72.48,100.65,Good,48.25835592532278,10.855512156361394
2018-2019,,ASSAM,CACHAR,2057667.0,228.01534842374537,27.0,20.0,1530.0,11224.0,79604.0,14710.0,17036.0,3231.0,4111.661089895,37745.0,39827.0,140603.0,188485.0,17.0,268838.0,342365.0,12754.0,1832.766125,244840.0,78.0,56.97,42.15,100.65,Good,52.300270051108846,10.538634788798085
2018-2019,,ASSAM,Biswanath,0.0,228.01534842374537,19.0,163.5,982.0,3389.0,37485.0,13154.0,123577.0,26583.0,1004.650431622,27175.0,32650.0,79508.0,153940.0,19.0,133080.0,237253.0,4371.0,949.24301,224879.0,68.0,72.58,58.5,100.65,Good,59.74451457769763,10.21008950984042
2018-2019,,ASSAM,MAJULI,0.0,228.01534842374537,22.0,11.0,803.0,2040.0,32066.0,5927.0,143707.0,32693.0,591.300128746,13304.0,19205.0,27168.0,63097.0,19.0,36394.0,77057.0,2843.0,544.02357,106719.0,85.0,88.69,61.33,100.65,Good,74.64966752761444,9.49589518341179
2018-2019,June,ASSAM,KOKRAJHAR,680143.0,228.01534842374537,24.0,160.0,229.0,7980.0,5297.0,5343.0,176037.0,113522.125,780.805738,17876.0,35486.0,113586.0,322668.0,45.0,188382.0,487240.0,8209.0,780.805738,188124.0,63.0,58.1,47.63,100.65,Good,60.29556964041151,9.791270249415089
2018-2019,June,ASSAM,BONGAIGAON,341461.0,228.01534842374537,12.0,15.0,234.0,4979.0,8125.0,13061.0,2643.0,3515.0,388.745513876,11836.0,16186.0,64706.0,178590.0,0.0,114866.0,290624.0,5213.0,270.19923,54507.0,63.0,96.9,79.12,100.65,Good,56.33172566294638,9.378985497953893
2018-2019,June,ASSAM,GOALPARA,262727.0,228.01534842374537,17.0,65.0,445.0,7446.0,15239.0,6766.0,141891.0,45717.0,975.960645227,28443.0,39964.0,71421.0,178275.0,0.0,149435.0,317770.0,7891.0,897.981,217808.0,84.0,93.62,81.1,100.22,Good,47.794024157660516,10.25569252100341
2018-2019,,ASSAM,BARPETA,3299064.0,228.01534842374537,32.0,163.5,1627.0,16449.0,89453.0,10457.0,41208.0,3810.0,7773.063019376,100698.0,139020.75,149813.0,350991.0,227.5,293473.0,627913.0,18076.0,6031.627742,1296590.0,69.0,61.69,62.55,100.65,Good,51.04830768077472,11.519891148170752
2018-2019,,ASSAM,NALBARI,1695818.0,228.01534842374537,34.0,35.0,2276.0,4437.0,49411.0,5349.0,25770.0,3425.0,3984.86597159297,48294.0,60129.0,74758.0,137448.0,227.5,150721.0,252385.0,6713.0,3028.36367899997,576207.0,59.5,50.22,52.52,100.62,Good,49.600254775379675,10.785083314613397
2018-2019,,ASSAM,LAKHIMPUR,1968727.0,228.01534842374537,40.0,163.5,2150.0,12054.0,137484.0,13757.0,460323.625,85516.0,8191.931519561,76372.0,139020.75,113050.0,294150.0,227.5,209062.0,454082.0,14204.0,5512.007158,1494388.0,77.0,52.8,61.45,100.65,Good,54.07486774258354,11.243384509551644
2018-2019,,ASSAM,NAGAON,3301707.0,228.01534842374537,30.0,97.0,2702.0,6481.0,144868.0,14468.0,64918.0,11742.0,6107.324509724,84960.0,109863.0,161059.0,255628.0,227.5,256905.0,390565.0,9183.0,4620.32624,940231.0,63.0,60.05,57.07,100.13,Good,62.692045697826046,11.349947606651318
2018-2019,,ASSAM,JORHAT,1557108.0,228.01534842374537,19.0,44.0,2454.0,2410.0,44971.0,7735.0,86261.0,11906.0,1444.263836029,36750.0,41059.0,75039.0,123595.0,38.0,134115.0,200614.0,4864.0,1185.979346,336979.0,59.5,83.56,76.04,100.65,Good,55.95123587965551,10.511920715155128
2018-2019,,ASSAM,TINSUKIA,1477814.0,228.01534842374537,25.0,61.0,1489.0,4907.0,17193.0,2483.0,97948.0,15766.0,2188.079608263,40965.0,49989.0,83575.0,142620.0,227.5,152241.0,228538.0,6396.0,1865.234684,427976.0,71.0,88.65,73.27,100.38,Good,54.89651276594347,10.620497733360601
2018-2019,,ASSAM,KARBI ANGLONG,1488662.0,228.01534842374537,17.0,36.0,1312.0,11228.0,26520.0,8980.0,460323.625,113522.125,1802.074968538,47395.0,52061.0,102773.0,200265.0,97.0,152504.0,281951.0,12540.0,1506.35201,390173.0,80.0,66.86,46.22,100.65,Good,67.39036353144836,10.76629311593663
2018-2019,,ASSAM,KARIMGANJ,1254341.0,228.01534842374537,29.0,58.0,928.0,9436.0,149327.375,22346.0,18706.0,1816.0,3248.675214732,63752.0,74210.0,103553.0,151092.0,138.0,215290.0,285372.0,10364.0,3080.79872,631549.0,74.0,85.62,75.27,100.65,Good,48.09930791026058,11.06277152073697
2018-2019,,ASSAM,HAILAKANDI,1842950.0,228.01534842374537,19.0,42.0,786.0,3067.0,31961.0,11614.0,1571.0,2511.0,2513.655170856,28919.0,32675.0,81709.0,159173.0,11.0,129959.0,233730.0,3853.0,1131.57809,149724.0,69.0,44.21,46.6,100.65,Good,62.87290607037605,10.272288676272701
2018-2019,,ASSAM,CACHAR,2171350.0,228.01534842374537,29.0,24.0,1772.0,12287.0,108874.0,14692.0,22240.0,3229.0,4532.058759895,46519.0,49050.0,140461.0,188045.0,50.0,271024.0,344421.0,14059.0,2253.163795,316498.0,79.0,56.73,41.08,100.65,Good,51.82603754649035,10.747637606632601
2018-2019,,ASSAM,CHARAIDEO,0.0,228.01534842374537,16.0,30.0,713.0,1416.0,5496.0,1210.0,5983.0,2104.0,474.2234715,16231.0,20134.0,38476.0,74949.0,54.0,66090.0,114946.0,2129.0,458.74367,108312.0,59.5,75.17,70.38,100.65,Good,58.21758208503556,9.694739881505651
2018-2019,March,ASSAM,GOLAGHAT,1980785.0,228.01534842374537,21.0,75.0,8287.0,5926.0,92253.0,13010.0,270045.0,33655.0,3866.339320373,65779.0,88095.0,118954.0,250633.0,227.5,172920.0,346785.0,14213.0,2717.58508,586299.0,80.0,65.18,53.9,100.32,Good,68.79134860050891,11.094071119743049
2018-2019,March,ASSAM,KARBI ANGLONG,1558809.0,228.01534842374537,18.0,44.0,2415.0,10776.0,36081.0,8978.0,460323.625,113522.125,2635.732187272,62348.0,68418.0,103135.0,200734.0,138.0,153864.0,283868.0,13191.0,2142.29006,528454.0,77.0,72.43,55.16,100.65,Good,67.02997452295534,11.040502912487183
2018-2019,March,ASSAM,KARIMGANJ,1313446.0,228.01534842374537,31.0,63.0,1481.0,9282.0,149327.375,22335.0,21097.0,1815.0,4807.644414414,74103.0,85596.0,103734.0,151078.0,227.5,216469.0,286557.0,10763.0,4429.59598,770723.0,72.0,87.47,78.37,100.65,Good,47.92094942000933,11.213224790933863
2021-2022,,ASSAM,GOALPARA,1918833.0,228.01534842374537,30.0,151.0,4758.0,24466.0,30817.0,7955.0,316785.0,56603.0,4695.78402211,67507.0,108764.0,107183.0,250179.0,227.5,201150.0,407074.0,29224.0,4166.47728,986513.0,95.0,82.2,73.96,100.65,Good,53.28511061396968,11.120001388356375
2021-2022,,ASSAM,BARPETA,3301707.0,228.01534842374537,40.0,163.5,6493.0,39510.0,115950.0,10321.0,71550.0,4363.0,8405.946894008124,102912.25,139020.75,227027.0,448054.0,227.5,367326.0,697394.5,61619.25,7185.215666187501,1536031.75,90.0,55.49,83.79,100.65,Good,61.80531734753325,11.541641679324568
2021-2022,,ASSAM,Morigaon,2874550.0,228.01534842374537,29.0,132.0,4634.0,31844.0,149327.375,28259.875,245935.0,33577.0,7666.675741052,97364.0,139020.75,149706.0,292485.0,227.5,216413.0,403227.0,36478.0,6175.611846,1360447.0,92.0,83.79,77.04,100.61,Good,69.17606613281087,11.48622208213568
2021-2022,,ASSAM,DIBRUGARH,1824551.0,228.01534842374537,22.0,154.0,4385.0,7254.0,69825.0,9361.0,255640.0,29599.0,4433.966976856,95203.0,130242.0,149862.0,274810.0,227.5,207267.0,358068.0,11639.0,4178.79634,1111965.0,73.0,84.5,83.03,100.29,Good,72.3038399745256,11.463777236703498
2021-2022,,ASSAM,HAILAKANDI,2808222.0,228.01534842374537,30.0,120.0,866.0,12828.0,137099.0,13934.0,17191.0,2550.0,5336.941906778,85831.0,118705.0,108652.0,190095.0,227.5,151737.0,248978.0,13694.0,5031.80756,906197.0,78.0,81.61,83.875,99.82,Good,71.60547526311974,11.360147176316582
2021-2022,,ASSAM,CHARAIDEO,485495.0,228.01534842374537,20.0,56.0,2844.0,2591.0,8492.0,1450.0,11927.0,2393.0,1134.102315534,25940.0,34318.0,45725.0,86383.0,151.0,79733.0,137469.0,5435.0,1078.08126,246582.0,70.0,93.11,81.78,100.03,Good,57.34764777444722,10.16358000762854
2021-2022,,ASSAM,SOUTH SALMARA-MANKACHAR,1745533.0,228.01534842374537,34.0,12.0,335.0,1881.0,14932.0,1168.0,2853.0,260.0,3734.40071094001,49738.0,53680.0,63706.0,78774.0,8.0,128301.0,162201.0,2216.0,3529.20596800001,1022869.0,65.0,54.12,64.57,100.65,Good,49.65354907600097,10.81454461261167
2021-2022,,ASSAM,WEST KARBI ANGLONG,0.0,228.01534842374537,18.0,1.0,1814.0,4251.0,7759.0,1877.0,207708.0,48506.0,734.0716684,15338.0,17783.0,34731.0,63528.0,14.0,53353.0,95718.0,6065.0,621.49672,147894.0,87.0,89.72,66.51,100.41,Good,65.09662062114595,9.638153883748108
2019-2020,March,ASSAM,KAMRUP,2257001.0,228.01534842374537,29.0,83.0,2322.0,9217.0,142108.0,22090.0,178588.0,34802.0,5786.882736632,77595.0,105435.0,132309.0,287967.0,227.5,280781.0,577807.0,11539.0,4639.670026,853724.0,79.0,64.76,66.78,100.49,Good,47.121778182996714,11.259271158450996
2019-2020,March,ASSAM,GOLAGHAT,1296119.0,228.01534842374537,21.0,84.0,4709.0,10317.0,77779.0,13574.0,192440.0,33758.0,3348.575644859,71177.0,95400.0,125561.0,258126.0,227.5,185607.0,363163.0,15026.0,2976.287062,646942.0,89.0,81.62,63.41,100.45,Good,67.64884945072114,11.172939060889158
2019-2020,March,ASSAM,HAILAKANDI,845311.0,228.01534842374537,24.0,34.0,1242.0,1903.0,78443.0,10821.0,18259.0,2561.0,2131.572617697,35410.0,40543.0,80271.0,152126.0,78.0,135650.0,236039.0,3145.0,1698.968163,199598.0,88.0,68.64,63.02,100.65,Good,59.17508293402138,10.474777785317189
2018-2019,April,ASSAM,KOKRAJHAR,181372.0,228.01534842374537,18.0,111.0,165.0,6712.0,1456.0,5366.0,54205.0,113522.125,179.57988,7207.0,14979.0,113866.0,324308.0,0.0,188137.0,488015.0,6877.0,179.57988,55209.0,59.5,37.78,35.18,100.65,Good,60.52291681062205,8.882946799288174
2018-2019,April,ASSAM,DHEMAJI,142844.0,228.01534842374537,15.0,16.0,163.0,3848.0,2198.0,11388.0,122645.0,113522.125,309.488789903,10996.0,19868.0,87746.0,340253.0,0.0,132906.0,454272.0,4011.0,199.12929,78016.0,59.5,85.46,61.27,99.92,Good,66.02109761786525,9.305377787310935
2018-2019,April,ASSAM,UDALGURI,238196.0,228.01534842374537,7.0,2.0,344.0,6893.0,1863.0,11376.0,43815.0,103393.0,696.458126978,13236.0,15072.0,121618.0,257910.0,0.0,166469.0,332317.0,7237.0,89.21442,40562.0,59.5,68.56,64.24,99.53,Bad,73.0574461311115,9.490771217713771
2023-2024,March,ASSAM,BONGAIGAON,2417341.0,245.842489410399,43.0,91.0,26230.0,23418.0,149327.375,13398.0,25825.0,2929.0,6175.446553376,53386.0,93810.0,97747.0,222373.0,166.0,160341.0,339439.0,50301.0,5742.344616,1089409.0,96.0,21.34,3.61,100.49,Good,60.961949844394134,10.885322549617689
2023-2024,March,ASSAM,KAMRUP,3301707.0,248.628792995256,39.0,127.0,26230.0,27689.0,149327.375,24592.0,460323.625,46416.0,8405.946894008124,84815.0,130056.0,182013.0,369862.0,227.5,364477.0,675625.0,61619.25,7185.215666187501,1536031.75,94.0,20.79,11.83,100.65,Good,49.938130526754776,11.348239483227587
2023-2024,March,ASSAM,LAKHIMPUR,3152573.0,238.649171958425,37.0,119.0,16472.0,32670.0,149327.375,17933.0,460323.625,88936.0,8322.534797232,82151.0,139020.75,158659.0,359812.0,227.5,243384.0,499142.0,49142.0,7185.215666187501,1536031.75,94.0,42.07,4.82,99.86,Good,65.18875521809157,11.316326468878131
2023-2024,March,ASSAM,NAGAON,3301707.0,239.536841129413,37.0,163.5,26230.0,32378.0,149327.375,18938.0,159168.0,12495.0,8405.946894008124,102912.25,139020.75,231810.0,380264.0,227.5,378000.5,577867.0,61619.25,7185.215666187501,1536031.75,93.0,27.88,14.12,99.97,Good,61.325315707254354,11.541641679324568
2023-2024,March,ASSAM,DIBRUGARH,2266071.0,236.694863911779,29.0,135.0,16302.0,12043.0,91226.0,10040.0,296656.0,30638.0,5420.704982747,73646.0,104583.0,159263.0,294276.0,227.5,222542.0,374388.0,28345.0,5226.000102,1231506.0,85.0,41.3,5.96,100.35,Good,71.56536743625922,11.207038687863601
2023-2024,March,ASSAM,HOJAI,2266352.0,240.286273054095,39.0,163.5,12402.0,22023.0,149327.375,21009.0,67627.0,5624.0,5921.060024248,56037.0,82779.0,93337.0,161378.0,227.5,158848.0,252523.0,34425.0,5359.751118,1089271.0,93.0,33.78,3.44,99.53,Bad,58.75868755036261,10.933785311020364
2023-2024,March,ASSAM,SOUTH SALMARA-MANKACHAR,2429191.0,248.654728249376,31.0,163.5,6677.0,29999.0,17954.0,1012.0,17457.0,687.0,5308.84413807,63952.0,78025.0,78068.0,99877.0,161.0,138927.0,169443.0,36676.0,5067.466494,1025363.0,97.0,19.54,3.11,100.65,Good,56.19354049248886,11.065903717556399
2023-2024,March,ASSAM,MAJULI,796686.0,249.859127254767,38.0,30.0,3347.0,7415.0,93062.0,5957.0,361787.0,25090.0,1960.404250392,20459.0,32460.0,29859.0,52463.0,227.5,34464.0,58209.0,10762.0,1952.676564,367980.0,93.0,39.52,8.09,100.03,Good,86.63823119777159,9.926227039505617
2023-2024,March,ASSAM,TAMULPUR,1144144.0,241.508411497343,30.0,14.0,4431.0,22737.0,149327.375,18171.0,428222.0,54666.0,3310.622487798,36161.0,54493.0,68374.0,137811.0,47.0,123360.0,217462.0,27168.0,2637.629286,598041.0,93.0,26.37,4.43,100.65,Good,55.42639429312581,10.4957641227111
2020-2021,,ASSAM,KAMRUP,2271072.0,228.01534842374537,30.0,68.0,6788.0,7401.0,129607.0,23992.0,158788.0,39234.0,4982.454064648,73719.0,104741.0,157569.0,336185.0,227.5,299738.0,603022.0,14189.0,4583.970214,915879.0,74.0,66.4,69.03,100.03,Good,52.56891018155856,11.208029411783759
2020-2021,,ASSAM,DARRANG,1369954.0,228.01534842374537,31.0,62.0,1985.0,7224.0,37864.0,6513.0,3448.0,922.0,2830.342459856,43106.0,70072.0,99082.0,221427.0,227.5,180904.0,353588.0,9209.0,2678.30617,606681.0,70.0,79.78,62.5,99.97,Good,54.77048600362623,10.671440675897315
2020-2021,,ASSAM,NAGAON,2884998.0,228.01534842374537,31.0,61.0,7471.0,18543.0,85150.0,16103.0,52373.0,11949.0,7313.145891262,92767.0,118185.0,187622.0,304803.0,227.5,308156.0,464664.0,26014.0,5864.316264,1128017.0,86.0,65.29,58.64,99.92,Good,60.88539570866703,11.437857031721382
2020-2021,,ASSAM,TINSUKIA,1158132.0,228.01534842374537,21.0,44.0,2134.0,11560.0,16480.0,2911.0,63382.0,17212.0,2393.889917624,53155.0,64041.0,105471.0,172764.0,76.0,179590.0,261328.0,13694.0,2284.55431,493150.0,88.0,93.06,58.74,100.65,Good,58.728771089704324,10.880986265451398
2020-2021,,ASSAM,BAKSA,1182507.0,228.01534842374537,23.0,102.0,3408.0,11499.0,105181.0,22370.0,426252.0,113522.125,3781.95516431,51228.0,62957.0,148503.0,267114.0,99.0,248425.0,416523.0,14907.0,2463.20353,614692.0,88.0,73.95,57.1,100.21,Good,59.77780014088759,10.844061056930125
2020-2021,,ASSAM,KAMRUP (METRO),78805.0,228.01534842374537,21.0,1.0,575.0,663.0,10600.0,6164.0,20946.0,9484.0,152.33403,3730.0,4348.0,13433.0,28898.0,8.0,46934.0,89861.0,1238.0,152.33403,40732.0,82.0,80.7,63.47,100.65,Good,28.621042314739846,8.224431573221159
2020-2021,,ASSAM,CHARAIDEO,490202.0,228.01534842374537,24.0,33.0,1432.0,4442.0,5223.0,1336.0,7271.0,2241.0,1091.066843648,20243.0,26276.0,45166.0,86211.0,121.0,73989.0,126770.0,5874.0,1044.93553,198690.0,87.0,87.47,53.5,100.01,Good,61.04420927435159,9.915613732333968
2023-2024,May,ASSAM,GOALPARA,894375.0,228.01534842374537,25.0,82.0,2256.0,39510.0,38242.0,9324.0,190616.0,60230.0,1713.59308,35502.0,56327.0,127575.0,285886.0,6.0,224756.0,447985.0,46389.0,1713.59308,453641.0,96.0,26.86,3.83,100.6,Good,56.76155475270961,10.477372478935242
2023-2024,May,ASSAM,BARPETA,1348554.0,228.01534842374537,26.0,163.5,5315.0,39510.0,60823.0,9872.0,16488.0,2692.0,2935.734282331,49376.0,75980.0,191222.0,352977.0,4.0,296654.0,593492.0,61619.25,2708.041708,588941.0,95.0,13.98,0.31,100.03,Good,64.4596061404869,10.807240007712178
